fecha_o_bloque,producto_id_temporal,codigo,descripcion,tipo_movimiento,cantidad,hoja_origen,fila_origen,columna_origen
Diciembre TOTAL,H2-R6193,PED-054  PED-A021,PEDAL DE CAMBIOS DE 125Z,entrada,3,Hoja 2,6193,U
Diciembre TOTAL,H2-R6194,PED-A014,PEDAL DE CAMBIOS DE 150Z Y 150SZ Y 170Z,entrada,3,Hoja 2,6194,U
Diciembre TOTAL,H2-R6195,REM1942,PEDAL DE CAMBIOS DE 150Z,entrada,3,Hoja 2,6195,U
Diciembre TOTAL,H2-R6197,REM2405,PEDAL DE CAMBIOS DE 250Z,entrada,4,Hoja 2,6197,U
Diciembre TOTAL,H2-R6198,PED-045  PED-A020,PEDAL DE CAMBIOS DE 250Z,entrada,3,Hoja 2,6198,U
Diciembre TOTAL,H2-R6199,F11031035,PEDAL DE CAMBIOS DE RT250 SPORT,entrada,3,Hoja 2,6199,U
Diciembre TOTAL,H2-R6200,PED-A005,PEDAL DE CAMBIOS DE RT250,entrada,4,Hoja 2,6200,U
Diciembre TOTAL,H2-R6201,PED-A053,PEDAL DE CAMBIOS DE TC300,entrada,2,Hoja 2,6201,U
Diciembre TOTAL,H2-R6202,PED-A055,PEDAL DE CAMBIOS DE WORKMAN 250,entrada,3,Hoja 2,6202,U
Diciembre TOTAL,H2-R6203,31-5008-001,PEDAL DE CAMBIOS DE 70,entrada,2,Hoja 2,6203,U
Diciembre TOTAL,H2-R6205,PED-A043,PEDAL DE CAMBIOS DE V-200,entrada,2,Hoja 2,6205,U
Diciembre TOTAL,H2-R6206,PED-A044,PEDAL DE CAMBIOS DE VX-250,entrada,3,Hoja 2,6206,U
Diciembre 2,H2-R6207,PED-A046,PEDAL DE CAMBIOS DE VORTEX 200,entrada,10,Hoja 2,6207,G
Diciembre TOTAL,H2-R6207,PED-A046,PEDAL DE CAMBIOS DE VORTEX 200,entrada,13,Hoja 2,6207,U
Diciembre TOTAL,H2-R6208,PED-A045,PEDAL DE CAMBIOS DE VORTEX 300,entrada,3,Hoja 2,6208,U
Diciembre TOTAL,H2-R6209,PED-063  PED-A035,PEDAL DE CAMBIOS DE BOXER,entrada,2,Hoja 2,6209,U
Diciembre TOTAL,H2-R6210,PED-079 PED-A003,PEDAL DE CAMBIOS DE DT150 SPORT Y FT180TS,entrada,2,Hoja 2,6210,U
Diciembre TOTAL,H2-R6211,PED-065   PED-A022,PEDAL DE CAMBIOS DE DM125,entrada,6,Hoja 2,6211,U
Diciembre TOTAL,H2-R6212,PED-030  PED-A016,PEDAL DE CAMBIOS DE DM150,entrada,2,Hoja 2,6212,U
Diciembre TOTAL,H2-R6213,PEC4-085,PEDAL DE CAMBIOS DE DM150,entrada,1,Hoja 2,6213,U
Diciembre TOTAL,H2-R6214,PED-A019,PEDAL DE CAMBIOS DE DM200,entrada,4,Hoja 2,6214,U
Diciembre TOTAL,H2-R6217,PED-013   PED-A009,PEDAL DE CAMBIOS DE FT110,entrada,2,Hoja 2,6217,U
Diciembre TOTAL,H2-R6218,PEC4-131,PEDAL DE CAMBIOS DE FT150,entrada,1,Hoja 2,6218,U
Diciembre TOTAL,H2-R6219,PED-MT0125-C,PEDAL DE CAMBIOS DE FT125 BASTAGO LARGO,entrada,8,Hoja 2,6219,U
Diciembre 2,H2-R6220,PED-020  PED-A011,PEDAL DE CAMBIOS DE FT180 y FT200 - FT250,entrada,2,Hoja 2,6220,G
Diciembre TOTAL,H2-R6220,PED-020  PED-A011,PEDAL DE CAMBIOS DE FT180 y FT200 - FT250,entrada,5,Hoja 2,6220,U
Diciembre 2,H2-R6221,PED-080  PED-A004,PEDAL DE CAMBIOS DE RT200 GP,entrada,2,Hoja 2,6221,G
Diciembre TOTAL,H2-R6221,PED-080  PED-A004,PEDAL DE CAMBIOS DE RT200 GP,entrada,5,Hoja 2,6221,U
Diciembre TOTAL,H2-R6223,REM4830,PEDAL DE CAMBIOS DE BLACKBIRD,entrada,2,Hoja 2,6223,U
Diciembre TOTAL,H2-R6224,PED-A047,PEDAL DE CAMBIOS DE CYCLONE-150   CYCLONE-200,entrada,2,Hoja 2,6224,U
Diciembre TOTAL,H2-R6225,PED-010   PED-A033,PEDAL DE CAMBIOS DE FZ16,entrada,1,Hoja 2,6225,U
Diciembre TOTAL,H2-R6226,RPF294,PEDAL DE CAMBIOS DE GN,entrada,1,Hoja 2,6226,U
Diciembre TOTAL,H2-R6228,PED-A034,PEDAL DE CAMBIOS DE CGL125,entrada,2,Hoja 2,6228,U
Diciembre TOTAL,H2-R6230,PED-A027,PEDAL DE CAMBIOS DEHONDA TITAN 150,entrada,1,Hoja 2,6230,U
Diciembre TOTAL,H2-R6231,32-2026,PEDAL DE CAMBIOS DE HONDA GL150,entrada,1,Hoja 2,6231,U
Diciembre TOTAL,H2-R6233,290RPF,PEDAL DE CAMBIOS DE MOTOCARRO,entrada,1,Hoja 2,6233,U
Diciembre TOTAL,H2-R6234,PED-A008,PEDAL DE CAMBIOS DE RC150 GT,entrada,2,Hoja 2,6234,U
Diciembre TOTAL,H2-R6235,PED-076  PED-A040,PEDAL DE CAMBIOS DE RC150 2016-2019  SIN VARILLA,entrada,1,Hoja 2,6235,U
Diciembre TOTAL,H2-R6236,PED-074  PED-A038,PEDAL DE CAMBIOS DE RC150 2009 -2017 SIN VARILLA,entrada,3,Hoja 2,6236,U
Diciembre TOTAL,H2-R6238,PEC4-023,PEDAL DE CAMBIOS DE RC150,entrada,1,Hoja 2,6238,U
Diciembre TOTAL,H2-R6239,PEC4-102,PEDAL DE CAMBIOS DE RC200 RC250,entrada,2,Hoja 2,6239,U
Diciembre TOTAL,H2-R6240,REM1959,PEDAL DE CAMBIOS DE RT180 Y FT180,entrada,3,Hoja 2,6240,U
Diciembre TOTAL,H2-R6241,REM3230,PEDAL DE CAMBIOS PARA RT250,entrada,3,Hoja 2,6241,U
Diciembre TOTAL,H2-R6243,JL561400-01,PEDAL DE CAMBIOS DE NS200,entrada,3,Hoja 2,6243,U
Diciembre TOTAL,H2-R6244,PED-016  PED-A010,PEDAL DE CAMBIOS DE YBR-125,entrada,2,Hoja 2,6244,U
Diciembre TOTAL,H2-R6245,REM2394,PEDAL DE CAMBIOS DE YBR-125,entrada,3,Hoja 2,6245,U
Diciembre 2,H2-R6246,REM1904   Y   A842,PEDAL DE CAMBIOS DE FT125,salida,1,Hoja 2,6246,H
Diciembre TOTAL,H2-R6246,REM1904   Y   A842,PEDAL DE CAMBIOS DE FT125,entrada,6,Hoja 2,6246,U
Diciembre TOTAL,H2-R6247,PED-CGM-01  PED-A023,PEDAL DE CAMBIOS FT 125,entrada,5,Hoja 2,6247,U
Diciembre TOTAL,H2-R6248,PECN31,PEDAL DE CAMBIOS ST90,entrada,2,Hoja 2,6248,U
Diciembre TOTAL,H2-R6249,HIE-026/3042RPF,PEDAL DE CAMBIOS  VTO LITHIUM RYDER 3.0 WORKMAN-150,entrada,2,Hoja 2,6249,U
Diciembre 8,H2-R6250,HIE-027/3043RPF,PEDAL DE CAMBIOS ROCKETMAN-250 SCREAMER-250 TORNADO,salida,1,Hoja 2,6250,T
Diciembre TOTAL,H2-R6251,PED-2210-0401,PEDAL DE FRENO VTO LITHIUM XPRESS RYDER CYCLONE,entrada,1,Hoja 2,6251,U
Diciembre TOTAL,H2-R6252,PED-2210-0022A,PEDAL DE FRENO DM200 CROSSMAX,entrada,1,Hoja 2,6252,U
Diciembre TOTAL,H2-R6253,PED-034   PED-B007,PEDAL DE FRENO RT110,entrada,1,Hoja 2,6253,U
Diciembre TOTAL,H2-R6254,REM4443,PEDAL DE FRENO DE ROCKEMAN-250   TORNADO 250,entrada,2,Hoja 2,6254,U
Diciembre TOTAL,H2-R6255,PED-B030,PEDAL DE FRENO DE ROCKEMAN-250   TORNADO 250,entrada,1,Hoja 2,6255,U
Diciembre TOTAL,H2-R6256,HIE-119,PEDAL DE FRENO DE NITROX250 T2 NITROX 300 T3,entrada,1,Hoja 2,6256,U
Diciembre TOTAL,H2-R6257,67-462,PEDAL DE FRENO 125FL,entrada,1,Hoja 2,6257,U
Diciembre TOTAL,H2-R6259,PED-B021,PEDAL DE FRENO DE AT125 Y RT125,entrada,1,Hoja 2,6259,U
Diciembre TOTAL,H2-R6260,68-956,PEDAL DE FRENO DE FZ16,entrada,1,Hoja 2,6260,U
Diciembre TOTAL,H2-R6261,PED-B020,PEDAL DE FRENO DE 150Z,entrada,3,Hoja 2,6261,U
Diciembre TOTAL,H2-R6263,PED-B019,PEDAL DE FRENO DE DM250,entrada,1,Hoja 2,6263,U
Diciembre TOTAL,H2-R6264,PED-B006  PED-A031,PEDAL DE FRENO DE DM150,entrada,1,Hoja 2,6264,U
Diciembre TOTAL,H2-R6265,PED-017,PEDAL DE FRENO FT110,entrada,1,Hoja 2,6265,U
Diciembre TOTAL,H2-R6266,PED-MT0125-F,PEDAL DE FRENO DE FT125,entrada,1,Hoja 2,6266,U
Diciembre TOTAL,H2-R6267,PED-WO011   PED-B012,PEDAL DE FRENO FT125,entrada,1,Hoja 2,6267,U
Diciembre TOTAL,H2-R6271,REM2395,PEDAL DE FRENO DE YBR125,entrada,3,Hoja 2,6271,U
Diciembre TOTAL,H2-R6273,42-4203-001,PEDAL DE FRENO TRACERO DE PULSAR NS200,entrada,1,Hoja 2,6273,U
Diciembre TOTAL,H2-R6274,PED-B029,PEDAL DE FRENO DE CROSSMAX-200  Y  CROSSMAX-150,entrada,3,Hoja 2,6274,U
Diciembre TOTAL,H2-R6275,PED-B028,PEDAL DE FRENO DE CROSSMAX-250,entrada,3,Hoja 2,6275,U
Diciembre TOTAL,H2-R6276,PED-058  PED-B013,PEDAL DE FRENO DE CGL125,entrada,1,Hoja 2,6276,U
Diciembre TOTAL,H2-R6278,PED-B004,PEDAL DE FRENO FT180  DT200  FT200  FT250,entrada,2,Hoja 2,6278,U
Diciembre TOTAL,H2-R6279,PED-021,PEDAL DE FRENO TRACERO DE TC200,entrada,1,Hoja 2,6279,U
Diciembre TOTAL,H2-R6281,PED-MT0150-F,PEDAL DE FRENOS DE FT150,entrada,1,Hoja 2,6281,U
Diciembre TOTAL,H2-R6282,PED-011   PED-B001,PEDAL DE FRENOS DE FT150,entrada,2,Hoja 2,6282,U
Diciembre TOTAL,H2-R6283,REM1321,PEDAL DE FRENOS DE FT150,entrada,2,Hoja 2,6283,U
Diciembre TOTAL,H2-R6284,REM3647,PEDAL DE FRENO DE VORTX-200,entrada,2,Hoja 2,6284,U
Diciembre TOTAL,H2-R6285,REM4158,PEDAL DE FRENO DE VENTO TORNADO 250,entrada,1,Hoja 2,6285,U
Diciembre TOTAL,H2-R6286,PED-B031,"PEDAL DE FRENO DE  VORTEX 200,250,300",entrada,1,Hoja 2,6286,U
Diciembre TOTAL,H2-R6288,PEG,PEGAMENTO PARA PARCHES,entrada,210,Hoja 2,6288,U
Diciembre TOTAL,H2-R6289,,PERNO CENTRAL PARA GONDA CARGO,entrada,8,Hoja 2,6289,U
Diciembre TOTAL,H2-R6290,LEV-0277,PERNO LEVA DE FRENO TRACERO PULSAR 180 135 Y BOXER 150,entrada,5,Hoja 2,6290,U
Diciembre TOTAL,H2-R6291,LEV-0274,PERNO LEVA DE FRENO DE FZ16,entrada,4,Hoja 2,6291,U
Diciembre TOTAL,H2-R6292,PAL-008,PERNO LEVA DE FENO DE YBR125,entrada,4,Hoja 2,6292,U
Diciembre 6,H2-R6294,PAL-002,PERNO LEVA DE FRENO DE FT125 Y 150,salida,1,Hoja 2,6294,P
Diciembre 8,H2-R6294,PAL-002,PERNO LEVA DE FRENO DE FT125 Y 150,salida,1,Hoja 2,6294,T
Diciembre TOTAL,H2-R6294,PAL-002,PERNO LEVA DE FRENO DE FT125 Y 150,entrada,4,Hoja 2,6294,U
Diciembre TOTAL,H2-R6295,PAL-004,"PERNO LEVA DE FRENO DE FT150,DM150",entrada,2,Hoja 2,6295,U
Diciembre 5,H2-R6296,LEV-0270,PERNO LEVA DE FRENO DE ST70-ST90,salida,1,Hoja 2,6296,N
Diciembre TOTAL,H2-R6296,LEV-0270,PERNO LEVA DE FRENO DE ST70-ST90,entrada,5,Hoja 2,6296,U
Diciembre 4,H2-R6297,PAL-010,PERNO LEVADE FRENO DE FT110,salida,1,Hoja 2,6297,L
Diciembre TOTAL,H2-R6297,PAL-010,PERNO LEVADE FRENO DE FT110,entrada,2,Hoja 2,6297,U
Diciembre TOTAL,H2-R6298,PAL-017,PERNO LEVA DE FRENO DE DM200,entrada,4,Hoja 2,6298,U
Diciembre 2,H2-R6299,PAL-012,PERNO LEVA DE FRENO DE FT180,salida,1,Hoja 2,6299,H
Diciembre 8,H2-R6299,PAL-012,PERNO LEVA DE FRENO DE FT180,salida,1,Hoja 2,6299,T
Diciembre TOTAL,H2-R6299,PAL-012,PERNO LEVA DE FRENO DE FT180,entrada,2,Hoja 2,6299,U
Diciembre 3,H2-R6300,PAL-014,PERNO LEVA DE FRENO DE MOTONETA DS150 Y WS150,salida,1,Hoja 2,6300,J
Diciembre 4,H2-R6300,PAL-014,PERNO LEVA DE FRENO DE MOTONETA DS150 Y WS150,salida,1,Hoja 2,6300,L
Diciembre TOTAL,H2-R6301,A4055,PERNO LEVA DE FRENO DE MTA DS150 Y WS150,entrada,6,Hoja 2,6301,U
Diciembre TOTAL,H2-R6302,469RHF,PERNO LEVA DE FRENO DE MOTOCARRO 200,entrada,2,Hoja 2,6302,U
Diciembre TOTAL,H2-R6303,PAL-013,PERNO LEVA DE FRENO DE TC200-RC200-TC250,entrada,4,Hoja 2,6303,U
Diciembre TOTAL,H2-R6304,REM928,PERNO LEVA DE GONDA CARGO,entrada,3,Hoja 2,6304,U
Diciembre TOTAL,H2-R6305,,PINSAS O CAIMANES CHICOS,entrada,6,Hoja 2,6305,U
Diciembre TOTAL,H2-R6306,,PINSAS O CAIMANES GRANDES,entrada,1,Hoja 2,6306,U
Diciembre TOTAL,H2-R6307,,PINSAS O CAIMANES MEDIANOS,entrada,7,Hoja 2,6307,U
Diciembre TOTAL,H2-R6308,PIO-0380,PIOLA PARA CUATRIMOTO,entrada,3,Hoja 2,6308,U
Diciembre TOTAL,H2-R6309,,PIOLA PARA MINI POCKET,entrada,2,Hoja 2,6309,U
Diciembre 2,H2-R6312,COP-028,PIPETA DE,entrada,2,Hoja 2,6312,G
Diciembre 7,H2-R6312,COP-028,PIPETA DE,salida,1,Hoja 2,6312,R
Diciembre TOTAL,H2-R6312,COP-028,PIPETA DE,entrada,1,Hoja 2,6312,U
Diciembre TOTAL,H2-R6313,CBR-021/3172RPF-PIP,"PIPETA DE EX200,RT200",entrada,2,Hoja 2,6313,U
Diciembre TOTAL,H2-R6315,695RPE,PIPETA CURBA DE METAL,entrada,3,Hoja 2,6315,U
Diciembre TOTAL,H2-R6316,74-653,PIPETA DE CARGO 150,entrada,2,Hoja 2,6316,U
Diciembre TOTAL,H2-R6317,,PIPETA DE CUATRIMOTO,entrada,1,Hoja 2,6317,U
Diciembre TOTAL,H2-R6318,17110-VTO-250,PIPETA DE VENTO-250,entrada,1,Hoja 2,6318,U
Diciembre TOTAL,H2-R6321,COP-014,PIPETA DE 250Z,entrada,3,Hoja 2,6321,U
Diciembre TOTAL,H2-R6322,36-5231-001,PIPETA DE 125Z,entrada,3,Hoja 2,6322,U
Diciembre TOTAL,H2-R6324,COP-004,PIPETA DE 150Z - 170Z,entrada,1,Hoja 2,6324,U
Diciembre TOTAL,H2-R6327,P002992,PIPETA DE CHOPPER DM150,entrada,3,Hoja 2,6327,U
Diciembre TOTAL,H2-R6328,CBR-041,PIPETA DE CARGO 125,entrada,2,Hoja 2,6328,U
Diciembre TOTAL,H2-R6329,REM2918,PIPETA DE CARGO 150,entrada,4,Hoja 2,6329,U
Diciembre TOTAL,H2-R6330,A516,PIPETA DE HONDA TITAN,entrada,2,Hoja 2,6330,U
Diciembre TOTAL,H2-R6331,PIP-2111-0001,PIPETA DE MOTONETA,entrada,1,Hoja 2,6331,U
Diciembre TOTAL,H2-R6332,PIPCMC,PIPETA DE FT200 CURVA,entrada,2,Hoja 2,6332,U
Diciembre 2,H2-R6333,E02050006,PIPETA DE RT200 EX200,salida,1,Hoja 2,6333,H
Diciembre 3,H2-R6333,E02050006,PIPETA DE RT200 EX200,salida,1,Hoja 2,6333,J
Diciembre TOTAL,H2-R6333,E02050006,PIPETA DE RT200 EX200,entrada,1,Hoja 2,6333,U
Diciembre 4,H2-R6334,COP-GYG-01,PIPETA DE MOTONETA DS150,salida,1,Hoja 2,6334,L
Diciembre TOTAL,H2-R6334,COP-GYG-01,PIPETA DE MOTONETA DS150,entrada,3,Hoja 2,6334,U
Diciembre TOTAL,H2-R6335,A532  Y  REM532,PIPETA DE MOTONETA,entrada,2,Hoja 2,6335,U
Diciembre TOTAL,H2-R6336,COP-005,PIPETA DE AT110 AR110 XT110,entrada,2,Hoja 2,6336,U
Diciembre TOTAL,H2-R6337,COP-012,PIPETA DE AT125,entrada,2,Hoja 2,6337,U
Diciembre TOTAL,H2-R6338,COP-SAE-03,PIPETA DE AT110 ARGENTA110,entrada,3,Hoja 2,6338,U
Diciembre TOTAL,H2-R6339,COP-009,PIPETA DE DT110 DELIBERY FT115,entrada,2,Hoja 2,6339,U
Diciembre TOTAL,H2-R6340,634RPF,PIPETA PARA 110,entrada,1,Hoja 2,6340,U
Diciembre TOTAL,H2-R6341,330RPF,PIPETA PARA 125 ICLINADAS,entrada,6,Hoja 2,6341,U
Diciembre TOTAL,H2-R6342,,PIPETA PARA 70,entrada,1,Hoja 2,6342,U
Diciembre TOTAL,H2-R6343,COP-015,PIPETA PARA RC150,entrada,3,Hoja 2,6343,U
Diciembre TOTAL,H2-R6344,329RPF,PIPETA PARA CG 125 RECTAS,entrada,6,Hoja 2,6344,U
Diciembre TOTAL,H2-R6345,COP-CGG-04,PIPETA PARA CG125,entrada,2,Hoja 2,6345,U
Diciembre 3,H2-R6346,COP-CGG-03,PIPETA PARA CUESTOM,salida,1,Hoja 2,6346,J
Diciembre TOTAL,H2-R6346,COP-CGG-03,PIPETA PARA CUESTOM,entrada,3,Hoja 2,6346,U
Diciembre TOTAL,H2-R6347,COP-016,PIPETA PARA EN125,entrada,2,Hoja 2,6347,U
Diciembre TOTAL,H2-R6348,36-3030,PIPETA PARA EN125,entrada,3,Hoja 2,6348,U
Diciembre TOTAL,H2-R6349,A527  COP-MT0125,PIPETA PARA FT125,entrada,4,Hoja 2,6349,U
Diciembre TOTAL,H2-R6350,694RPE,PIPETA PARA FT125 DE METAL,entrada,5,Hoja 2,6350,U
Diciembre TOTAL,H2-R6351,PICN13,PIPETA PARA FZ16,entrada,2,Hoja 2,6351,U
Diciembre 5,H2-R6352,REM5192,PIPETA PARA ROCKETMAN 250,salida,1,Hoja 2,6352,N
Diciembre TOTAL,H2-R6354,PICN03,PIPETA PARA CHOPPER GS150,entrada,4,Hoja 2,6354,U
Diciembre TOTAL,H2-R6355,COP-CGG-02,PIPETA PARA,entrada,2,Hoja 2,6355,U
Diciembre TOTAL,H2-R6356,COP-CGG-01,PIPETA PARA SUZUKI GN125,entrada,2,Hoja 2,6356,U
Diciembre TOTAL,H2-R6357,COP-008,PIPETA PARA YBR125,entrada,3,Hoja 2,6357,U
Diciembre TOTAL,H2-R6358,PICN18,PIPETA PARA VORTX 200,entrada,4,Hoja 2,6358,U
Diciembre TOTAL,H2-R6359,PSO-001,PISO PARA MOTONETA DS150,entrada,2,Hoja 2,6359,U
Diciembre TOTAL,H2-R6360,PSO-004,PISO PARA MOTONETA GS150,entrada,1,Hoja 2,6360,U
Diciembre TOTAL,H2-R6361,PIC-001  PIC-009,PISTON COMPLETO HONDA CG125 CGL125 TOOL,entrada,6,Hoja 2,6361,U
Diciembre TOTAL,H2-R6362,29-2120-001,PISTON DE CARGO TITAN 125 ESTÁNDAR,entrada,1,Hoja 2,6362,U
Diciembre TOTAL,H2-R6363,29-2130-001,PISTON DE CGL125 TOOL,entrada,3,Hoja 2,6363,U
Diciembre TOTAL,H2-R6364,PIS-2705-020CV,PISTON DE CARGO 125,entrada,2,Hoja 2,6364,U
Diciembre TOTAL,H2-R6366,REM2833,PISTON DE HONDA 150,entrada,2,Hoja 2,6366,U
Diciembre TOTAL,H2-R6367,29-2066-001,PISTON DE CGL150,entrada,4,Hoja 2,6367,U
Diciembre TOTAL,H2-R6368,29-2465-001,PISTON DE GL150,entrada,1,Hoja 2,6368,U
Diciembre TOTAL,H2-R6369,PIC-F02,PISTON DE 250Z,entrada,3,Hoja 2,6369,U
Diciembre TOTAL,H2-R6370,PIC-008,PISTON DE CARGO 150 GL,entrada,2,Hoja 2,6370,U
Diciembre 3,H2-R6371,164RTE-PIS,PISTON DE MOTONETA DS150 Y ATV150,salida,1,Hoja 2,6371,J
Diciembre TOTAL,H2-R6371,164RTE-PIS,PISTON DE MOTONETA DS150 Y ATV150,entrada,1,Hoja 2,6371,U
Diciembre TOTAL,H2-R6372,1326,PISTON DE ST70 ESTÁNDAR,entrada,3,Hoja 2,6372,U
Diciembre TOTAL,H2-R6373,PIC-IR11 PIC-F11,PISTON DE ST 70,entrada,1,Hoja 2,6373,U
Diciembre TOTAL,H2-R6374,154RPE,PISTON DE CG150,entrada,2,Hoja 2,6374,U
Diciembre TOTAL,H2-R6375,158RPE,PISTON DE CG200 Y 200Z,entrada,3,Hoja 2,6375,U
Diciembre TOTAL,H2-R6376,,PISTON DE CG200,entrada,2,Hoja 2,6376,U
Diciembre TOTAL,H2-R6377,PIC-IR24,PISTON DE DM150,entrada,3,Hoja 2,6377,U
Diciembre TOTAL,H2-R6378,PIC-IR19,PISTON DE DM125,entrada,4,Hoja 2,6378,U
Diciembre TOTAL,H2-R6379,PIC-IR13,PISTON DE DM200 RC200 Y TX200,entrada,4,Hoja 2,6379,U
Diciembre TOTAL,H2-R6380,PIC-EX200-STD,PISTON DE EX200,entrada,3,Hoja 2,6380,U
Diciembre TOTAL,H2-R6381,PIC-F05,PISTON DE EX200,entrada,2,Hoja 2,6381,U
Diciembre TOTAL,H2-R6383,PIC-IR22,PISTON DE 125FL,entrada,2,Hoja 2,6383,U
Diciembre TOTAL,H2-R6385,PIC-IR03,PISTON DE FT125 DT125 FORZA 125,entrada,7,Hoja 2,6385,U
Diciembre TOTAL,H2-R6387,PIC-IR23,PISTON DE RC200  200Z,entrada,2,Hoja 2,6387,U
Diciembre TOTAL,H2-R6388,PIC-IR20,PISTON DE FT200 -TC200 -DT200,entrada,3,Hoja 2,6388,U
Diciembre TOTAL,H2-R6390,S001398,PISTON DE FZ16,entrada,1,Hoja 2,6390,U
Diciembre TOTAL,H2-R6391,29-1620-001,PISTON DE FZ16,entrada,3,Hoja 2,6391,U
Diciembre TOTAL,H2-R6392,,PISTON DE GL145 Y CB150,entrada,2,Hoja 2,6392,U
Diciembre 2,H2-R6394,PIC-F08,PISTON DE MOTONETA CS25 Y DS125,entrada,2,Hoja 2,6394,G
Diciembre TOTAL,H2-R6394,PIC-F08,PISTON DE MOTONETA CS25 Y DS125,entrada,6,Hoja 2,6394,U
Diciembre TOTAL,H2-R6396,PIC-M00125-STD,PISTON DE MOTONETA 125,entrada,2,Hoja 2,6396,U
Diciembre 3,H2-R6397,161RTE,PISTON DE MOTONETA CS125 Y DS125,salida,1,Hoja 2,6397,J
Diciembre TOTAL,H2-R6397,161RTE,PISTON DE MOTONETA CS125 Y DS125,entrada,2,Hoja 2,6397,U
Diciembre 2,H2-R6398,PIC-M00150-STD,PISTON DE MOTONETA 150,entrada,2,Hoja 2,6398,G
Diciembre 2,H2-R6398,PIC-M00150-STD,PISTON DE MOTONETA 150,salida,1,Hoja 2,6398,H
Diciembre 6,H2-R6398,PIC-M00150-STD,PISTON DE MOTONETA 150,salida,1,Hoja 2,6398,P
Diciembre TOTAL,H2-R6398,PIC-M00150-STD,PISTON DE MOTONETA 150,entrada,1,Hoja 2,6398,U
Diciembre TOTAL,H2-R6399,PIC-F09,PISTON DE MOTONETA DS150 - ATV150 -GS150,entrada,2,Hoja 2,6399,U
Diciembre TOTAL,H2-R6400,PIC-IR09,PISTON DE MOTONETA DS150 - ATV150 -GS150,entrada,1,Hoja 2,6400,U
Diciembre TOTAL,H2-R6401,PIC-IR27,PISTON DE VX250,entrada,2,Hoja 2,6401,U
Diciembre TOTAL,H2-R6402,PIC-IR32,PISTON DE ATV 200,entrada,1,Hoja 2,6402,U
Diciembre TOTAL,H2-R6403,PIC-IR35,PISTON DE ALPINA-300,entrada,2,Hoja 2,6403,U
Diciembre TOTAL,H2-R6404,PIC-IR31,PISTON DE CYCLONE  RYDER  WORKMAN  EXPRESS,entrada,3,Hoja 2,6404,U
Diciembre TOTAL,H2-R6405,PIC-IR30,PISTON DE NITROX-250,entrada,3,Hoja 2,6405,U
Diciembre TOTAL,H2-R6406,PIC-IR34,PISTON DE NITROX 300,entrada,2,Hoja 2,6406,U
Diciembre TOTAL,H2-R6407,PIC-IR29,PISTON DE ROCKETMAN-250  CROSMAX-250,entrada,3,Hoja 2,6407,U
Diciembre TOTAL,H2-R6408,PIC-IR28,PISTON DE VORTX 300,entrada,2,Hoja 2,6408,U
Diciembre TOTAL,H2-R6409,PIC-IR26,PISTON DE V-200,entrada,6,Hoja 2,6409,U
Diciembre TOTAL,H2-R6410,PIC-010,PISTON DE NS200,entrada,2,Hoja 2,6410,U
Diciembre TOTAL,H2-R6411,PIC-MT0125-STD,PISTON CON ANILLOS DE FT125,entrada,1,Hoja 2,6411,U
Diciembre TOTAL,H2-R6412,DMZ-014-PSI,PISTON CON ANILLOS DE POCKET,entrada,1,Hoja 2,6412,U
Diciembre TOTAL,H2-R6414,REM1617,PISTON CON ANILLOS YBR125,entrada,4,Hoja 2,6414,U
Diciembre TOTAL,H2-R6416,PIC-IR15,PISTON DE 125Z,entrada,2,Hoja 2,6416,U
Diciembre TOTAL,H2-R6417,PIC-F15,PISTON DE 125Z,entrada,3,Hoja 2,6417,U
Diciembre TOTAL,H2-R6418,PIC-F18,PISTON DE 170Z,entrada,3,Hoja 2,6418,U
Diciembre TOTAL,H2-R6419,PIC-IR18,PISTON DE 170-Z,entrada,1,Hoja 2,6419,U
Diciembre 8,H2-R6420,PIC-F14,PISTON DE 250Z TC250 FT250,salida,1,Hoja 2,6420,T
Diciembre TOTAL,H2-R6420,PIC-F14,PISTON DE 250Z TC250 FT250,entrada,2,Hoja 2,6420,U
Diciembre TOTAL,H2-R6422,PIC-IR02,PISTON DE 250Z DM250 Y RT250,entrada,1,Hoja 2,6422,U
Diciembre TOTAL,H2-R6423,PIC-IR25,PISTON DE AT-125,entrada,3,Hoja 2,6423,U
Diciembre TOTAL,H2-R6424,PIC-IR10,PISTON DE AT110 Y FT110,entrada,3,Hoja 2,6424,U
Diciembre TOTAL,H2-R6425,PIC-IR33,PISTON DE GIXXER-150,entrada,2,Hoja 2,6425,U
Diciembre TOTAL,H2-R6426,PIC-IR37,PISTON DE VENTO RYDER,entrada,2,Hoja 2,6426,U
Diciembre TOTAL,H2-R6427,29-5360,PISTON DE FORZA 150,entrada,2,Hoja 2,6427,U
Diciembre TOTAL,H2-R6428,PIC-MT0150-STD,PISTON DE FT150,entrada,2,Hoja 2,6428,U
Diciembre TOTAL,H2-R6429,PIC-MT150-STD-09,PISTON DE FT150,entrada,3,Hoja 2,6429,U
Diciembre 2,H2-R6431,PIC-IR06,PISTON DE FT150  2009 Y 150Z -DT150,salida,1,Hoja 2,6431,H
Diciembre 8,H2-R6431,PIC-IR06,PISTON DE FT150  2009 Y 150Z -DT150,salida,1,Hoja 2,6431,T
Diciembre TOTAL,H2-R6431,PIC-IR06,PISTON DE FT150  2009 Y 150Z -DT150,entrada,1,Hoja 2,6431,U
